Council/Agency,Region,Site name,Estuary name,Latitude,Longitude,Date sampled ,Indicator,Units,Indicator value
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2019,Mud_content,%,21.7
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2019,Macrofauna,N/A,4.43
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2018,Arsenic,mg/kg,3.8
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2018,Copper,mg/kg,5.7
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2018,Lead,mg/kg,9.7
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2018,Mercury,mg/kg,0.06
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2018,Zinc,mg/kg,40
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2018,Mud_content,%,23.3
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2018,Macrofauna,N/A,4.17
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2017,Mud_content,%,16.3
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2017,Macrofauna,N/A,3.71
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2016,Arsenic,mg/kg,3.6
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2016,Copper,mg/kg,4.4
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2016,Lead,mg/kg,8.7
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2016,Mercury,mg/kg,0.05
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2016,Zinc,mg/kg,27
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2016,Mud_content,%,19.6
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2016,Macrofauna,N/A,3.66
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2015,Mud_content,%,15.4
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2015,Macrofauna,N/A,3.69
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2014,Mud_content,%,19.4
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2014,Macrofauna,N/A,3.88
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2013,Arsenic,mg/kg,3.3
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2013,Copper,mg/kg,4.9
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2013,Lead,mg/kg,11.3
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2013,Mercury,mg/kg,0.04
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2013,Zinc,mg/kg,30
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2013,Mud_content,%,21.2
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2013,Macrofauna,N/A,3.92
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2012,Mud_content,%,19.6
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2012,Macrofauna,N/A,3.96
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2011,Copper,mg/kg,2.9
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2011,Lead,mg/kg,5.7
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2011,Zinc,mg/kg,19
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2011,Mud_content,%,15.6
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2011,Macrofauna,N/A,3.93
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2010,Mud_content,%,11.7
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2010,Macrofauna,N/A,3.61
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2022,Arsenic,mg/kg,4.1
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2022,Copper,mg/kg,2.7
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2022,Lead,mg/kg,5.9
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2022,Mercury,mg/kg,0.03
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2022,Zinc,mg/kg,24
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2019,Arsenic,mg/kg,3.4
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2019,Copper,mg/kg,2.6
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2019,Lead,mg/kg,5.8
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2019,Mercury,mg/kg,0.03
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2019,Zinc,mg/kg,23
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2017,Arsenic,mg/kg,5
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2017,Copper,mg/kg,2.5
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2017,Lead,mg/kg,6.5
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2017,Mercury,mg/kg,0.02
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2017,Zinc,mg/kg,25
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2015,Arsenic,mg/kg,4
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2015,Copper,mg/kg,2.2
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2015,Lead,mg/kg,5.7
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2015,Mercury,mg/kg,0.02
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2015,Zinc,mg/kg,21
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2012,Arsenic,mg/kg,2.7
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2012,Copper,mg/kg,2.3
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2012,Lead,mg/kg,5.7
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2012,Mercury,mg/kg,0.02
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2012,Zinc,mg/kg,22
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2010,Copper,mg/kg,2
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2010,Lead,mg/kg,6
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Upper),-36.79921801,174.6775787,1/01/2010,Zinc,mg/kg,23
Auckland Council,Auckland,Brigham Creek,Waitematā Harbour (Upper),-36.77729387,174.6052986,1/01/2022,Mud_content,%,93.2
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2022,Arsenic,mg/kg,17.7
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2022,Copper,mg/kg,14.1
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2022,Lead,mg/kg,22.4
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2022,Mercury,mg/kg,0.1
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2022,Zinc,mg/kg,107
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2021,Mud_content,%,22
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2021,Macrofauna,N/A,4.7
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2020,Arsenic,mg/kg,17.8
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2020,Copper,mg/kg,11.9
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2020,Lead,mg/kg,23.6
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2020,Mercury,mg/kg,0.1
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2020,Zinc,mg/kg,108
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2020,Mud_content,%,34.3
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2020,Macrofauna,N/A,4.8
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2019,Mud_content,%,27.3
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2019,Macrofauna,N/A,5.03
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2018,Arsenic,mg/kg,17.8
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2018,Copper,mg/kg,13
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2018,Lead,mg/kg,23.2
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2018,Mercury,mg/kg,0.1
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2018,Zinc,mg/kg,114
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2018,Mud_content,%,36.1
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2018,Macrofauna,N/A,4.95
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2017,Mud_content,%,31.7
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2017,Macrofauna,N/A,4.46
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2016,Arsenic,mg/kg,18.5
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2016,Copper,mg/kg,10.9
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2016,Lead,mg/kg,25.8
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2016,Mercury,mg/kg,0.12
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2016,Zinc,mg/kg,103
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2016,Mud_content,%,26.3
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2016,Macrofauna,N/A,5.05
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2015,Mud_content,%,27.6
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2015,Macrofauna,N/A,5.13
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2014,Mud_content,%,31.1
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2014,Macrofauna,N/A,4.7
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2013,Arsenic,mg/kg,12.9
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2013,Copper,mg/kg,12.5
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2013,Lead,mg/kg,21.3
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2013,Mercury,mg/kg,0.17
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2013,Zinc,mg/kg,83
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2013,Mud_content,%,44.2
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2013,Macrofauna,N/A,4.58
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2012,Mud_content,%,46.9
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2012,Macrofauna,N/A,4.66
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2011,Copper,mg/kg,14
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2011,Lead,mg/kg,25.9
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2011,Zinc,mg/kg,99
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2011,Mud_content,%,45.6
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2011,Macrofauna,N/A,5.46
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2010,Mud_content,%,31.6
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2010,Macrofauna,N/A,5.11
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2020,Arsenic,mg/kg,9.3
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2020,Copper,mg/kg,15
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2020,Lead,mg/kg,19.3
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2020,Mercury,mg/kg,0.1
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2020,Zinc,mg/kg,91
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2020,Mud_content,%,48.9
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2020,Macrofauna,N/A,5.6
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2018,Arsenic,mg/kg,8.9
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2018,Copper,mg/kg,12.8
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2018,Lead,mg/kg,16.3
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2018,Mercury,mg/kg,0.1
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2018,Zinc,mg/kg,81
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2018,Mud_content,%,42.2
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2018,Macrofauna,N/A,5.03
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2016,Arsenic,mg/kg,7.9
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2016,Copper,mg/kg,12.2
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2016,Lead,mg/kg,19.1
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2016,Mercury,mg/kg,0.11
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2016,Zinc,mg/kg,79
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2013,Arsenic,mg/kg,7.7
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2013,Copper,mg/kg,13.3
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2013,Lead,mg/kg,18.9
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2013,Mercury,mg/kg,0.12
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2013,Zinc,mg/kg,80
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2013,Mud_content,%,36.1
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2013,Macrofauna,N/A,5.17
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2011,Copper,mg/kg,14.2
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2011,Lead,mg/kg,19.3
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2011,Zinc,mg/kg,81
Auckland Council,Auckland,Lucas Te Wharau ,Waitematā Harbour (Upper),-36.75997594,174.6734971,1/01/2011,Macrofauna,N/A,4.94
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2022,Arsenic,mg/kg,9.9
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2022,Copper,mg/kg,17.2
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2022,Lead,mg/kg,18.8
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2022,Mercury,mg/kg,0.11
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2022,Zinc,mg/kg,110
Auckland Council,Auckland,Central Main Channel,Waitematā Harbour (Upper),-36.7704959,174.6423881,1/01/2022,Mud_content,%,34.3
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2020,Arsenic,mg/kg,11.1
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2020,Copper,mg/kg,19.6
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2020,Lead,mg/kg,21.4
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2020,Mercury,mg/kg,0.12
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2020,Zinc,mg/kg,112
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2020,Mud_content,%,64.8
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2020,Macrofauna,N/A,5.44
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2018,Arsenic,mg/kg,11.1
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2018,Copper,mg/kg,18.8
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2018,Lead,mg/kg,20.6
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2018,Mercury,mg/kg,0.13
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2018,Zinc,mg/kg,121
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2018,Mud_content,%,67
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2018,Macrofauna,N/A,5.11
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2016,Arsenic,mg/kg,10.5
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2016,Copper,mg/kg,15.4
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2016,Lead,mg/kg,19
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2016,Mercury,mg/kg,0.13
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2016,Zinc,mg/kg,93
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2016,Mud_content,%,66.3
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2016,Macrofauna,N/A,5.28
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2013,Arsenic,mg/kg,10.9
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2013,Copper,mg/kg,21.3
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2013,Lead,mg/kg,24
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2013,Mercury,mg/kg,0.14
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2013,Zinc,mg/kg,109
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2013,Mud_content,%,75.3
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2013,Macrofauna,N/A,5.39
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2011,Copper,mg/kg,19.3
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2011,Lead,mg/kg,22
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2011,Zinc,mg/kg,105
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2011,Mud_content,%,82.4
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2011,Macrofauna,N/A,5.26
Auckland Council,Auckland,Hellyers Creek,Waitematā Harbour (Upper),-36.78315893,174.6837279,1/01/2022,Mud_content,%,16.9
Auckland Council,Auckland,Herald Island North,Waitematā Harbour (Upper),-36.77659238,174.6583956,1/01/2022,Mud_content,%,14
Auckland Council,Auckland,Herald Island Waiarohia,Waitematā Harbour (Upper),-36.78377063,174.6575081,1/01/2022,Mud_content,%,19.8
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2021,Mud_content,%,53
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2021,Macrofauna,N/A,4.7
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2020,Arsenic,mg/kg,11.2
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2020,Copper,mg/kg,16.7
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2020,Lead,mg/kg,26.3
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2020,Mercury,mg/kg,0.17
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2020,Zinc,mg/kg,111
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2020,Mud_content,%,60.3
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2020,Macrofauna,N/A,4.96
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2019,Mud_content,%,65.5
